Department,SaleDate,Amount,Quantity,ItemCode,ItemDescription,Salesperson
Toys,2023-01-10,830.06,10,L012,Dress,Alex
Books,2020-07-01,542.91,3,B002,T-shirt,David
Clothing,2023-02-02,473.08,10,J010,Board Game,Daniel
Home Appliances,2023-04-17,768.5,6,J010,Board Game,Daniel
Books,2021-09-25,939.07,7,B002,T-shirt,Olivia
Books,2021-10-20,654.89,5,L012,Dress,Sarah
Clothing,2020-07-23,715.47,10,F006,Laptop,David
Home Appliances,2021-04-29,676.73,7,C003,Refrigerator,Jane
Electronics,2020-08-14,539.87,5,J010,Board Game,Emily
Electronics,2021-11-20,128.5,1,E005,Action Figure,John
Clothing,2021-06-14,465.61,4,D004,Novel,John
Home Appliances,2020-06-27,785.92,3,A001,Smartphone,Emily
Books,2021-07-03,245.65,8,M013,Vacuum Cleaner,Sarah
Books,2021-12-26,374.08,6,G007,Jeans,David
Electronics,2020-10-12,426.9,6,G007,Jeans,Michael
Electronics,2021-02-03,208.26,6,K011,Headphones,Alex
Books,2022-02-24,280.35,3,H008,Microwave,Andrew
Toys,2022-08-21,457.95,1,E005,Action Figure,Michael
Home Appliances,2022-08-17,438.78,5,E005,Action Figure,Alex
Home Appliances,2023-04-22,300.9,8,E005,Action Figure,Michael
Toys,2022-07-03,639.27,10,L012,Dress,Andrew
Home Appliances,2020-10-27,441.41,7,L012,Dress,Daniel
Home Appliances,2023-03-22,733.84,10,K011,Headphones,Michael
Books,2021-01-31,684.12,9,A001,Smartphone,Andrew
Electronics,2020-10-03,656.83,6,J010,Board Game,John
Home Appliances,2021-03-01,202.23,2,C003,Refrigerator,John
Books,2022-09-24,338.36,3,K011,Headphones,Jane
Toys,2022-08-28,321.85,3,K011,Headphones,Olivia
Toys,2020-07-22,645.52,4,M013,Vacuum Cleaner,Alex
Home Appliances,2023-01-16,103.24,8,A001,Smartphone,Alex
Electronics,2021-03-12,649.44,4,I009,Cookbook,Jane
Books,2022-11-12,547.4,9,A001,Smartphone,Daniel
Home Appliances,2023-03-17,371.41,5,F006,Laptop,Andrew
Electronics,2022-08-16,481.22,2,F006,Laptop,Jane
Books,2023-02-25,619.49,3,J010,Board Game,Jane
Electronics,2021-04-26,180.68,3,I009,Cookbook,David
Clothing,2022-02-27,318.14,9,A001,Smartphone,Olivia
Toys,2021-03-29,676.81,9,I009,Cookbook,Daniel
Electronics,2022-12-15,634.39,7,H008,Microwave,Jane
Electronics,2020-07-01,872.38,3,J010,Board Game,Michael
Books,2020-08-05,898.75,7,J010,Board Game,Michael
Electronics,2020-12-11,660.04,6,C003,Refrigerator,Daniel
Home Appliances,2020-12-21,509.33,8,K011,Headphones,Daniel
Electronics,2023-05-21,701.71,6,I009,Cookbook,Olivia
Electronics,2023-03-27,159.65,2,G007,Jeans,Olivia
Books,2021-12-09,985.76,6,K011,Headphones,Andrew
Home Appliances,2023-03-21,651.27,7,C003,Refrigerator,Alex
Toys,2021-07-27,168.95,10,O015,Puzzle,Sarah
Clothing,2022-05-29,207.64,5,N014,Art Book,Daniel
Electronics,2023-01-05,958.69,5,D004,Novel,David
Books,2021-01-01,684.24,1,J010,Board Game,David
Home Appliances,2021-02-04,741.57,5,H008,Microwave,Andrew
Toys,2020-06-11,394.72,10,F006,Laptop,John
Electronics,2022-12-27,509.16,3,D004,Novel,Jane
Books,2021-09-08,574.0,2,A001,Smartphone,Alex
Clothing,2023-01-25,320.09,2,C003,Refrigerator,Andrew
Toys,2023-04-30,765.91,2,L012,Dress,David
Books,2021-12-11,443.19,1,M013,Vacuum Cleaner,Michael
Clothing,2022-05-02,791.44,5,H008,Microwave,Sarah
Clothing,2022-04-24,408.73,5,G007,Jeans,Andrew
Electronics,2022-07-09,596.0,10,B002,T-shirt,Alex
Toys,2023-02-23,373.7,7,D004,Novel,Emily
Home Appliances,2022-01-06,968.6,1,D004,Novel,Emily
Electronics,2022-07-20,157.11,3,J010,Board Game,Jane
Clothing,2020-08-17,906.97,3,L012,Dress,John
Electronics,2021-12-22,355.61,1,I009,Cookbook,Jane
Toys,2022-06-01,368.6,7,N014,Art Book,Olivia
Home Appliances,2020-07-06,750.81,8,J010,Board Game,Sarah
Toys,2020-06-01,627.42,2,H008,Microwave,Daniel
Clothing,2021-11-06,700.32,2,H008,Microwave,Sarah
Electronics,2020-08-24,775.36,5,F006,Laptop,Michael
Clothing,2021-03-12,315.1,3,N014,Art Book,Michael
Books,2022-06-01,687.71,6,J010,Board Game,Daniel
Books,2021-12-20,353.37,3,E005,Action Figure,Alex
Books,2023-02-12,995.82,8,O015,Puzzle,Sarah
Clothing,2023-05-15,297.91,9,I009,Cookbook,Jane
Clothing,2023-01-14,337.89,2,F006,Laptop,John
Home Appliances,2020-11-27,752.84,6,N014,Art Book,Sarah
Books,2022-01-08,771.11,8,O015,Puzzle,Andrew
Toys,2021-01-17,530.87,7,K011,Headphones,Sarah
Clothing,2022-08-06,346.5,9,C003,Refrigerator,Jane
Electronics,2021-08-23,267.15,7,O015,Puzzle,Emily
Clothing,2020-09-03,394.97,1,M013,Vacuum Cleaner,Daniel
Books,2023-03-04,138.74,4,L012,Dress,Daniel
Electronics,2023-03-27,973.27,2,N014,Art Book,Jane
Books,2021-10-12,227.45,10,B002,T-shirt,Daniel
Books,2022-12-13,656.88,9,F006,Laptop,Emily
Toys,2023-01-20,777.59,8,I009,Cookbook,Jane
Clothing,2021-01-26,827.15,6,D004,Novel,Michael
Clothing,2021-07-26,778.22,9,M013,Vacuum Cleaner,Andrew
Electronics,2021-01-12,223.69,8,J010,Board Game,Olivia
Home Appliances,2022-08-12,886.83,4,J010,Board Game,Michael
Clothing,2020-07-25,434.32,2,O015,Puzzle,Andrew
Electronics,2022-01-21,647.95,8,G007,Jeans,Jane
Clothing,2021-04-09,683.98,7,O015,Puzzle,Emily
Electronics,2021-11-21,972.98,6,A001,Smartphone,John
Clothing,2021-10-15,153.45,4,E005,Action Figure,Olivia
Books,2022-05-28,333.4,6,L012,Dress,Jane
Home Appliances,2021-09-15,648.6,6,L012,Dress,Sarah
Books,2022-12-17,373.07,2,G007,Jeans,John
Toys,2022-03-02,543.28,7,A001,Smartphone,Michael
Electronics,2021-08-21,955.32,7,F006,Laptop,Sarah
Clothing,2022-02-25,555.17,2,A001,Smartphone,Daniel
Home Appliances,2020-12-10,575.45,3,K011,Headphones,John
Clothing,2022-03-31,870.71,8,J010,Board Game,Olivia
Toys,2022-01-27,104.69,9,M013,Vacuum Cleaner,David
Books,2021-11-02,696.65,8,M013,Vacuum Cleaner,Alex
Home Appliances,2022-05-22,716.63,8,A001,Smartphone,Emily
Electronics,2022-06-21,806.53,6,F006,Laptop,Daniel
Toys,2023-03-15,324.51,6,K011,Headphones,Jane
Toys,2021-08-09,842.74,4,F006,Laptop,Emily
Toys,2021-04-28,922.63,7,I009,Cookbook,Emily
Clothing,2022-04-04,530.35,2,N014,Art Book,David
Books,2022-01-21,799.43,7,A001,Smartphone,David
Toys,2023-04-11,955.68,6,I009,Cookbook,Jane
Electronics,2022-11-07,891.97,6,D004,Novel,Alex
Home Appliances,2021-09-14,178.05,6,M013,Vacuum Cleaner,Jane
Home Appliances,2021-01-20,506.34,10,K011,Headphones,Michael
Toys,2020-07-19,713.29,1,N014,Art Book,Jane
Home Appliances,2020-06-22,175.43,2,O015,Puzzle,Daniel
Books,2021-01-21,866.67,1,B002,T-shirt,David
Clothing,2022-11-20,836.38,10,F006,Laptop,Daniel
Books,2022-11-19,557.3,7,L012,Dress,Emily
Books,2023-04-03,836.56,5,I009,Cookbook,Jane
Clothing,2021-10-20,556.22,8,N014,Art Book,John
Home Appliances,2022-01-30,647.59,10,K011,Headphones,Jane
Toys,2021-01-28,992.23,9,D004,Novel,Michael
Books,2023-05-27,779.07,4,B002,T-shirt,Alex
Clothing,2022-10-17,699.15,7,E005,Action Figure,Sarah
Electronics,2020-12-02,929.11,3,M013,Vacuum Cleaner,Sarah
Clothing,2021-07-31,477.14,3,I009,Cookbook,Daniel
Electronics,2022-04-20,537.77,10,E005,Action Figure,Sarah
Home Appliances,2021-07-30,485.1,5,I009,Cookbook,Olivia
Electronics,2023-05-05,278.69,5,I009,Cookbook,Daniel
Toys,2022-03-22,429.55,6,L012,Dress,Andrew
Electronics,2020-10-30,121.63,6,O015,Puzzle,Jane
Electronics,2023-01-30,399.81,8,C003,Refrigerator,David
Clothing,2021-11-03,796.72,3,H008,Microwave,David
Home Appliances,2023-04-02,371.88,8,A001,Smartphone,Andrew
Clothing,2022-08-05,857.95,5,G007,Jeans,Emily
Books,2022-10-06,583.58,4,O015,Puzzle,David
Books,2023-04-17,256.27,10,H008,Microwave,Jane
Electronics,2020-07-27,618.85,7,K011,Headphones,John
Toys,2021-01-01,380.62,8,H008,Microwave,Alex
Toys,2022-05-16,606.74,2,G007,Jeans,Olivia
Home Appliances,2021-11-12,521.12,4,O015,Puzzle,Sarah
Clothing,2021-10-10,996.36,1,I009,Cookbook,Sarah
Clothing,2020-07-20,755.73,6,E005,Action Figure,Olivia
Clothing,2023-03-25,611.4,4,C003,Refrigerator,John
Electronics,2023-05-23,803.66,8,K011,Headphones,Andrew
Electronics,2021-03-03,285.17,6,E005,Action Figure,David
Clothing,2023-05-16,441.34,8,I009,Cookbook,Jane
Toys,2021-01-02,129.56,2,E005,Action Figure,Andrew
Home Appliances,2023-02-20,484.79,1,D004,Novel,Sarah
Electronics,2022-04-03,499.15,5,O015,Puzzle,Emily
Electronics,2022-02-14,611.65,8,D004,Novel,David
Home Appliances,2022-03-13,129.84,4,H008,Microwave,Andrew
Home Appliances,2022-11-26,425.61,3,L012,Dress,John
Books,2021-04-11,501.52,5,I009,Cookbook,John
Home Appliances,2023-04-03,130.89,8,G007,Jeans,Andrew
Toys,2021-05-08,835.04,9,F006,Laptop,Daniel
Toys,2020-08-04,280.41,1,N014,Art Book,Olivia
Home Appliances,2020-06-28,101.91,10,B002,T-shirt,Sarah
Books,2020-12-22,815.29,10,M013,Vacuum Cleaner,Emily
Clothing,2021-11-14,701.59,4,D004,Novel,Andrew
Clothing,2021-12-04,202.08,3,I009,Cookbook,David
Home Appliances,2021-10-05,458.07,8,F006,Laptop,Olivia
Books,2021-12-21,436.55,7,A001,Smartphone,Andrew
Clothing,2022-06-17,659.13,7,B002,T-shirt,Michael
Toys,2023-04-20,263.62,10,N014,Art Book,John
Books,2020-08-06,488.68,4,D004,Novel,Olivia
Electronics,2021-12-06,608.82,8,O015,Puzzle,Olivia
Books,2023-04-15,105.18,4,I009,Cookbook,David
Toys,2022-10-06,465.07,5,B002,T-shirt,Andrew
Electronics,2023-04-22,824.71,5,D004,Novel,Michael
Home Appliances,2022-05-30,484.69,10,G007,Jeans,Daniel
Home Appliances,2021-09-24,674.0,6,B002,T-shirt,Michael
Books,2021-09-20,777.2,6,H008,Microwave,John
Books,2022-12-27,429.71,1,I009,Cookbook,Andrew
Books,2021-10-24,913.24,7,D004,Novel,Jane
Books,2021-01-26,899.84,4,H008,Microwave,John
Clothing,2020-12-25,168.71,2,H008,Microwave,Olivia
Toys,2022-09-29,726.28,2,I009,Cookbook,John
Home Appliances,2020-07-05,518.59,8,D004,Novel,Jane
Books,2023-01-24,963.08,10,A001,Smartphone,Alex
Home Appliances,2023-01-14,982.51,1,G007,Jeans,Alex
Clothing,2023-02-04,644.38,6,G007,Jeans,Daniel
Toys,2022-09-29,191.73,9,M013,Vacuum Cleaner,David
Clothing,2022-01-08,987.23,1,H008,Microwave,Alex
Electronics,2022-03-19,708.8,9,J010,Board Game,Andrew
Home Appliances,2021-05-12,588.11,9,F006,Laptop,Olivia
Electronics,2021-08-04,774.27,9,F006,Laptop,Alex
Home Appliances,2021-10-30,192.83,9,G007,Jeans,Alex
Home Appliances,2021-02-04,310.16,5,A001,Smartphone,Daniel
Clothing,2022-11-02,275.97,2,N014,Art Book,Daniel
Home Appliances,2021-11-02,781.18,4,K011,Headphones,Sarah
Home Appliances,2021-03-08,743.41,1,F006,Laptop,John
Books,2021-07-29,402.96,4,F006,Laptop,Daniel
Books,2020-12-31,927.12,6,E005,Action Figure,Daniel
Home Appliances,2020-10-08,912.45,5,B002,T-shirt,David
Clothing,2022-09-17,598.1,6,C003,Refrigerator,John
Books,2021-02-12,480.35,3,K011,Headphones,Daniel
Books,2022-02-07,318.48,4,E005,Action Figure,Sarah
Toys,2022-06-04,451.56,4,G007,Jeans,Jane
Books,2021-05-15,977.24,4,K011,Headphones,John
Home Appliances,2021-01-03,790.88,3,B002,T-shirt,Jane
Electronics,2023-03-05,686.19,7,O015,Puzzle,Andrew
Clothing,2023-02-07,677.65,3,H008,Microwave,David
Home Appliances,2023-03-31,905.98,3,H008,Microwave,Alex
Books,2022-12-13,327.83,7,E005,Action Figure,Emily
Home Appliances,2023-04-20,451.81,6,D004,Novel,Michael
Clothing,2023-01-21,612.7,3,K011,Headphones,Jane
Electronics,2021-10-09,993.27,2,M013,Vacuum Cleaner,Emily
Books,2020-09-01,719.63,7,J010,Board Game,Olivia
Clothing,2022-09-17,512.08,7,D004,Novel,Daniel
Toys,2022-04-19,546.28,6,A001,Smartphone,Alex
Home Appliances,2022-01-04,251.88,1,H008,Microwave,Jane
Books,2022-05-14,823.8,4,E005,Action Figure,Michael
Clothing,2021-01-30,478.52,6,H008,Microwave,Sarah
Toys,2022-02-11,497.65,4,G007,Jeans,Alex
Toys,2023-05-13,104.31,4,G007,Jeans,Alex
Electronics,2021-07-13,133.68,6,G007,Jeans,Daniel
Clothing,2021-05-27,341.59,2,E005,Action Figure,Sarah
Toys,2020-12-17,539.4,6,B002,T-shirt,Olivia
Clothing,2022-10-27,167.57,4,I009,Cookbook,John
Electronics,2021-03-04,744.93,8,D004,Novel,Jane
Clothing,2021-11-07,321.73,7,I009,Cookbook,Emily
Toys,2021-03-17,855.72,1,J010,Board Game,Sarah
Books,2022-07-04,837.3,7,O015,Puzzle,John
Toys,2022-04-30,476.39,10,F006,Laptop,Sarah
Clothing,2022-09-23,862.55,6,K011,Headphones,David
Books,2023-01-03,411.21,2,F006,Laptop,Michael
Electronics,2021-03-26,389.93,2,B002,T-shirt,David
Electronics,2023-02-12,432.05,7,F006,Laptop,Alex
Electronics,2021-01-02,970.67,7,F006,Laptop,Sarah
Books,2022-07-04,298.95,8,F006,Laptop,Sarah
Toys,2022-01-14,133.43,5,N014,Art Book,Michael
Clothing,2021-10-21,861.74,6,C003,Refrigerator,Jane
Home Appliances,2021-07-26,148.05,7,D004,Novel,Emily
Toys,2022-07-11,222.61,1,H008,Microwave,Jane
Electronics,2022-02-01,393.67,1,A001,Smartphone,Michael
Home Appliances,2021-12-25,704.4,2,G007,Jeans,Olivia
Books,2023-05-25,315.39,2,G007,Jeans,Andrew
Electronics,2023-05-21,326.08,3,O015,Puzzle,Sarah
Books,2023-05-27,968.5,8,K011,Headphones,Olivia
Books,2021-02-02,764.6,9,L012,Dress,David
Toys,2023-02-14,734.91,7,M013,Vacuum Cleaner,Jane
Books,2022-06-20,651.55,3,K011,Headphones,Jane
Home Appliances,2022-04-22,374.57,3,G007,Jeans,Alex
Toys,2021-01-26,198.49,10,N014,Art Book,Andrew
Books,2021-09-02,424.61,1,O015,Puzzle,Sarah
Toys,2022-08-17,925.97,1,I009,Cookbook,Jane
Books,2020-09-10,145.0,4,G007,Jeans,Sarah
Clothing,2023-05-01,120.95,2,J010,Board Game,Andrew
Toys,2020-12-12,585.39,7,D004,Novel,Emily
Toys,2020-07-24,391.29,2,M013,Vacuum Cleaner,Sarah
Home Appliances,2022-04-30,891.95,6,C003,Refrigerator,Emily
Clothing,2020-11-11,789.05,7,C003,Refrigerator,Olivia
Electronics,2020-08-31,956.36,10,C003,Refrigerator,Emily
Toys,2021-04-01,983.23,9,E005,Action Figure,Alex
Home Appliances,2023-02-04,177.01,5,E005,Action Figure,Alex
Clothing,2022-01-25,947.29,10,L012,Dress,Sarah
Books,2023-01-15,312.52,7,K011,Headphones,Olivia
Toys,2020-06-15,546.29,2,D004,Novel,Olivia
Home Appliances,2021-05-23,969.89,9,I009,Cookbook,David
Home Appliances,2021-05-06,763.48,7,D004,Novel,Daniel
Electronics,2020-09-21,778.35,5,H008,Microwave,Michael
Home Appliances,2021-05-30,549.51,8,H008,Microwave,Alex
Home Appliances,2023-02-11,883.82,5,C003,Refrigerator,Jane
Toys,2022-10-13,596.73,4,H008,Microwave,Sarah
Toys,2020-08-27,952.0,5,N014,Art Book,David
Electronics,2021-06-25,184.59,8,E005,Action Figure,Alex
Clothing,2022-04-03,764.24,7,D004,Novel,Andrew
Home Appliances,2023-05-02,882.02,4,C003,Refrigerator,Olivia
Toys,2020-10-05,831.22,5,A001,Smartphone,John
Toys,2022-03-14,291.96,3,J010,Board Game,Emily
Clothing,2022-08-28,558.27,5,J010,Board Game,Daniel
Home Appliances,2020-11-13,721.87,3,K011,Headphones,Jane
Books,2021-05-27,791.35,4,F006,Laptop,Olivia
Books,2021-02-16,741.58,7,G007,Jeans,Jane
Home Appliances,2023-04-24,390.69,4,G007,Jeans,John
Electronics,2020-10-30,640.83,9,C003,Refrigerator,Michael
Clothing,2021-12-03,419.37,8,J010,Board Game,Daniel
Clothing,2020-06-09,673.94,8,M013,Vacuum Cleaner,Michael
Clothing,2022-11-01,900.94,2,F006,Laptop,Olivia
Clothing,2021-03-21,830.76,2,N014,Art Book,Michael
Toys,2022-05-28,792.01,7,C003,Refrigerator,Andrew
Home Appliances,2022-06-01,386.28,3,I009,Cookbook,Daniel
Clothing,2020-11-19,571.29,9,D004,Novel,Michael
Books,2023-02-12,969.09,1,H008,Microwave,Michael
Clothing,2020-06-17,914.24,3,C003,Refrigerator,Daniel
Electronics,2021-01-10,890.69,3,N014,Art Book,Michael
Books,2021-02-09,161.08,10,J010,Board Game,Michael
Electronics,2020-08-04,138.1,6,H008,Microwave,Michael
Electronics,2022-05-19,518.82,6,H008,Microwave,Andrew
Clothing,2021-09-23,738.45,5,N014,Art Book,John
Clothing,2020-08-16,726.62,10,G007,Jeans,Daniel
Clothing,2021-01-03,267.87,6,E005,Action Figure,John
Books,2023-05-23,512.55,9,L012,Dress,Olivia
Books,2020-11-28,391.62,7,E005,Action Figure,David
Electronics,2022-02-28,988.42,5,K011,Headphones,Alex
Electronics,2021-11-11,585.74,9,D004,Novel,Jane
Home Appliances,2022-08-24,898.48,5,B002,T-shirt,Daniel
Home Appliances,2022-01-31,535.84,1,F006,Laptop,John
Clothing,2020-06-12,763.12,10,O015,Puzzle,Michael
Toys,2021-05-28,851.73,10,A001,Smartphone,John
Toys,2022-08-16,908.51,5,L012,Dress,David
Home Appliances,2023-04-29,104.66,6,N014,Art Book,Michael
Books,2021-07-10,645.67,2,H008,Microwave,Emily
Electronics,2022-03-18,445.89,9,K011,Headphones,Michael
Toys,2021-11-22,653.65,10,K011,Headphones,David
Clothing,2021-01-05,957.12,3,J010,Board Game,Alex
Toys,2020-10-30,430.18,7,L012,Dress,Sarah
Clothing,2022-02-22,292.1,4,M013,Vacuum Cleaner,Andrew
Clothing,2023-03-23,533.88,8,C003,Refrigerator,John
Books,2023-01-17,549.34,4,N014,Art Book,Emily
Toys,2023-03-29,220.43,3,C003,Refrigerator,Jane
Home Appliances,2021-05-07,563.68,8,B002,T-shirt,David
Books,2022-09-17,520.34,7,C003,Refrigerator,John
Books,2022-05-10,941.35,6,K011,Headphones,Olivia
Home Appliances,2021-07-12,744.28,9,K011,Headphones,David
Books,2022-12-15,405.48,3,M013,Vacuum Cleaner,Emily
Electronics,2020-05-30,383.86,1,N014,Art Book,Jane
Clothing,2022-11-21,573.61,10,A001,Smartphone,Sarah
Home Appliances,2022-05-31,779.64,1,B002,T-shirt,Emily
Electronics,2020-10-13,935.88,3,J010,Board Game,Daniel
Electronics,2021-09-08,923.19,9,H008,Microwave,David
Home Appliances,2022-04-01,461.53,7,O015,Puzzle,Daniel
Books,2023-05-09,958.66,10,K011,Headphones,Emily
Clothing,2023-04-28,109.9,5,N014,Art Book,Daniel
Home Appliances,2023-02-10,275.14,6,H008,Microwave,Daniel
Toys,2022-05-09,379.87,6,F006,Laptop,John
Toys,2020-07-14,584.32,6,H008,Microwave,Sarah
Toys,2022-11-09,372.42,8,C003,Refrigerator,Emily
Books,2021-01-31,671.03,4,J010,Board Game,Jane
Electronics,2020-06-08,815.8,10,L012,Dress,Alex
Toys,2020-11-23,121.93,7,D004,Novel,Daniel
Toys,2022-03-09,864.15,10,C003,Refrigerator,David
Home Appliances,2021-11-11,372.72,10,J010,Board Game,Michael
Home Appliances,2022-02-08,598.4,4,N014,Art Book,Daniel
Electronics,2021-08-01,790.4,10,A001,Smartphone,Alex
Books,2020-11-28,977.29,10,N014,Art Book,Olivia
Books,2021-09-22,760.54,3,A001,Smartphone,John
Electronics,2021-12-27,208.56,8,L012,Dress,David
Books,2023-02-01,799.34,8,D004,Novel,Andrew
Clothing,2021-07-11,166.3,3,B002,T-shirt,Sarah
Toys,2021-12-02,969.62,1,L012,Dress,Daniel
Electronics,2021-07-06,308.89,4,E005,Action Figure,Michael
Electronics,2020-11-12,490.05,6,G007,Jeans,Sarah
Clothing,2021-09-22,398.06,3,E005,Action Figure,Jane
Clothing,2021-08-06,415.47,10,N014,Art Book,David
Books,2023-03-07,706.47,7,G007,Jeans,John
Books,2020-08-08,254.09,10,C003,Refrigerator,Alex
Home Appliances,2021-11-21,829.66,3,A001,Smartphone,Alex
Books,2021-08-05,917.02,2,G007,Jeans,Michael
Home Appliances,2021-10-30,100.82,3,M013,Vacuum Cleaner,John
Books,2021-06-22,868.17,3,E005,Action Figure,Alex
Home Appliances,2021-01-26,615.46,4,K011,Headphones,Olivia
Books,2020-10-06,930.08,10,C003,Refrigerator,Olivia
Clothing,2020-06-12,459.55,6,H008,Microwave,Daniel
Books,2022-11-10,101.47,1,F006,Laptop,Sarah
Clothing,2022-03-20,274.29,2,N014,Art Book,Daniel
Toys,2020-09-25,923.89,6,L012,Dress,David
Clothing,2021-08-18,671.76,3,H008,Microwave,Sarah
Home Appliances,2021-10-22,528.16,1,D004,Novel,Daniel
Clothing,2022-07-22,914.07,5,K011,Headphones,John
Clothing,2021-05-06,860.22,3,G007,Jeans,Andrew
Books,2020-09-11,329.56,3,J010,Board Game,Michael
Toys,2023-01-23,128.15,7,N014,Art Book,David
Home Appliances,2022-07-02,269.4,5,L012,Dress,Emily
Electronics,2021-11-21,156.63,7,C003,Refrigerator,Daniel
Toys,2020-12-16,606.53,8,G007,Jeans,Emily
Home Appliances,2022-07-30,282.72,10,H008,Microwave,Olivia
Books,2022-07-23,627.04,2,J010,Board Game,Michael
Home Appliances,2022-12-28,795.3,1,J010,Board Game,Daniel
Clothing,2021-04-22,751.02,10,N014,Art Book,John
Electronics,2021-07-23,450.5,8,L012,Dress,Daniel
Toys,2023-04-07,582.06,9,D004,Novel,Sarah
Toys,2020-12-01,253.28,6,I009,Cookbook,Michael
Home Appliances,2022-05-22,404.18,2,M013,Vacuum Cleaner,Daniel
Home Appliances,2022-10-09,907.63,8,K011,Headphones,Jane
Clothing,2022-10-24,832.69,8,B002,T-shirt,David
Home Appliances,2022-06-26,132.88,10,O015,Puzzle,Alex
Books,2021-08-21,934.92,7,G007,Jeans,Sarah
Toys,2021-05-13,218.89,1,L012,Dress,Michael
Electronics,2022-09-20,785.91,1,E005,Action Figure,Andrew
Clothing,2021-11-14,670.69,1,N014,Art Book,Sarah
Home Appliances,2021-08-19,505.78,4,F006,Laptop,Alex
Home Appliances,2021-08-21,883.48,6,M013,Vacuum Cleaner,Sarah
Books,2022-11-27,416.88,6,J010,Board Game,Alex
Home Appliances,2020-09-30,774.64,6,G007,Jeans,John
Home Appliances,2022-12-26,169.02,10,H008,Microwave,Alex
Electronics,2021-02-06,419.88,6,H008,Microwave,Alex
Home Appliances,2022-04-18,327.99,1,L012,Dress,Jane
Books,2021-12-30,463.69,3,I009,Cookbook,Sarah
Toys,2022-10-09,192.4,10,I009,Cookbook,Daniel
Toys,2022-08-18,647.65,4,A001,Smartphone,Emily
Electronics,2021-10-05,240.11,8,H008,Microwave,Sarah
Toys,2020-11-06,397.27,6,C003,Refrigerator,Alex
Toys,2022-02-11,786.9,4,H008,Microwave,Jane
Electronics,2021-12-04,405.93,10,F006,Laptop,Michael
Toys,2021-09-09,496.89,8,F006,Laptop,Michael
Home Appliances,2021-03-08,627.69,3,J010,Board Game,David
Electronics,2020-09-06,518.61,2,D004,Novel,David
Home Appliances,2021-05-18,550.45,7,J010,Board Game,John
Home Appliances,2022-05-13,912.92,7,M013,Vacuum Cleaner,Alex
Toys,2021-04-11,429.05,10,F006,Laptop,Michael
Toys,2023-05-25,789.37,7,N014,Art Book,Emily
Clothing,2021-04-15,244.03,9,O015,Puzzle,Daniel
Clothing,2020-07-16,124.79,3,D004,Novel,Emily
Toys,2022-03-06,896.28,6,A001,Smartphone,Daniel
Toys,2022-01-06,846.29,8,C003,Refrigerator,Emily
Clothing,2022-02-28,473.03,9,D004,Novel,Andrew
Toys,2021-01-15,790.57,4,O015,Puzzle,John
Clothing,2023-05-04,970.55,3,K011,Headphones,Andrew
Clothing,2022-10-24,512.99,1,A001,Smartphone,David
Home Appliances,2021-12-18,256.77,7,J010,Board Game,Daniel
Electronics,2023-05-10,838.36,1,K011,Headphones,Jane
Home Appliances,2021-06-19,808.52,2,A001,Smartphone,David
Clothing,2023-05-25,182.9,10,E005,Action Figure,Daniel
Books,2022-05-11,177.44,3,J010,Board Game,Daniel
Toys,2022-06-04,424.52,8,A001,Smartphone,Michael
Electronics,2021-12-06,822.65,10,J010,Board Game,Andrew
Books,2021-03-06,683.04,9,E005,Action Figure,Alex
Clothing,2021-09-03,998.86,8,I009,Cookbook,David
Home Appliances,2021-09-08,368.3,8,B002,T-shirt,Michael
Books,2022-07-08,967.76,10,G007,Jeans,Jane
Toys,2020-06-01,743.48,9,E005,Action Figure,Emily
Clothing,2021-05-07,347.24,6,K011,Headphones,Michael
Toys,2022-03-21,559.86,4,K011,Headphones,David
Toys,2022-01-11,974.84,4,B002,T-shirt,Olivia
Toys,2020-09-26,709.68,1,M013,Vacuum Cleaner,Daniel
Home Appliances,2020-08-22,723.59,5,E005,Action Figure,John
Clothing,2021-06-17,476.98,8,A001,Smartphone,Alex
Electronics,2023-01-14,246.09,9,F006,Laptop,Michael
Toys,2023-04-18,851.52,6,A001,Smartphone,Olivia
