ASX_Code,Company,Headline,Date,Summary,PDF_Link
STK,STRICKLAND METALS LIMITED,$55M Placement to Accelerate Exploration and Deliver DFS,2026-02-03,ASX: STK | 3 Feb 2026 Equity raising to fund Strickland’s 2026 exploration program and support delivery of a Pre-Feasibility Study in the first half of 2027 Not for release to US wire services or distribution in the United States • Strickland intends to conduct an equity raising by way of an institu,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052607-6A1310357?access_token=83ff96335c2d45a094df02a206a39ff4
HIQ,HITIQ LIMITED,Exclusive 3 Year National Partnership with Hockey Australia,2026-02-03,"HITIQ Secures Exclusive Three-Year National Partnership with Hockey Australia ● Exclusive Partnership: HITIQ appointed the exclusive Official Player Safety Partner of Hockey Australia for three years ● National Reach: Over 105,000 registered participants (source: Hockey Australia), with approximatel",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052359-6A1310251?access_token=83ff96335c2d45a094df02a206a39ff4
STK,STRICKLAND METALS LIMITED,Significant New Copper-Gold Discovery at Rogozna,2026-02-03,"ASX: STK | 3 February 2026 Rogozna Gold and Base Metals Project, Serbia – Drilling Update New body of mineralisation discovered at Red Creek, just 1km west of the 5.3Moz AuEq Shanac Deposit • A new body of high-grade gold and base metal mineralisation has been discovered at the Red Creek Prospect, l",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052606-6A1310349?access_token=83ff96335c2d45a094df02a206a39ff4
BIO,BIOME AUSTRALIA LIMITED,Ethics Approval Granted for BMB18 Human Clinical Trial,2026-02-03,"Ethics Approval Granted for BMB18 Human Clinical Trial ● Randomised, double-blind, placebo-controlled trial recruiting 240 participants to investigate the efficacy of proprietary strain Lactobacillus plantarum BMB18 (DSM 35214) in adults experiencing digestive symptoms, sleep and mood disturbances ●",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052199-3A686385?access_token=83ff96335c2d45a094df02a206a39ff4
NWH,NRW HOLDINGS LIMITED,Contract Awards,2026-02-03,"Australian Securities Exchange Contract Awards Rio Tinto WASP – Deposit H NRW Holdings Limited (ASX:NWH) is pleased to announce that it has been awarded a Bulk Earthworks contract by Rio Tinto for its West Angelas Sustaining Project (WASP), marking another important milestone in NRW’s long-standing",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052299-6A1310229?access_token=83ff96335c2d45a094df02a206a39ff4
MM8,MEDALLION METALS LIMITED.,EPBC Approval Secured for Ravensthorpe Gold Project,2026-02-03,EPBC Approval Secured for Ravensthorpe Gold Project Medallion Metals Limited (ASX:MM8) (“Medallion” or “the Company”) advises that approval has been granted under the Environment Protection and Biodiversity Conservation Act 1999 (Cth) (EPBC Act) for the development of the Ravensthorpe Gold Project (,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052283-6A1310217?access_token=83ff96335c2d45a094df02a206a39ff4
LKY,LOCKSLEY RESOURCES LIMITED,High Grade Antimony Results from Batch Sampling Program,2026-02-03,"• Batch sampling program completed at the Desert Antimony Mine (DAM) • Assay results return exceptional high-grade antimony (Sb) values up to 26.1% • Significant grade improvement over previous sampling (7.6%–7.8% Sb), with weighted averages reaching up to 25.7% Sb • Total mass of 287 kg collected f",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052293-6A1310222?access_token=83ff96335c2d45a094df02a206a39ff4
DRE,DREADNOUGHT RESOURCES LTD,High-Grade Infill & Extensional Drilling - Illaara Gold,2026-02-03,"Unit 1, 4 Burgay Court, Osborne Park, WA 6017 info@dreres.com.au High-Grade Infill & Extensional Drilling - Illaara Gold Project • Assays have been received from a 43-hole (~3,600m) RC drilling program at Metzke’s Find, part of the 100% owned Illaara Gold Project.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052193-6A1310176?access_token=83ff96335c2d45a094df02a206a39ff4
SLS,SOLSTICE MINERALS LIMITED,Outstanding High-Grade Cu-Au Intercepts at Nanadie,2026-02-03,"Outstanding Wide High-Grade Copper-Gold Intercepts in First RC Holes at Nanadie Project, WA ➢ Multiple significant intercepts returned from the first five holes of a 23-hole Phase 1 Reverse Circulation (RC) drilling campaign at the 100%-owned Nanadie Copper-Gold Project, sitting on a granted Mining ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052302-6A1310219?access_token=83ff96335c2d45a094df02a206a39ff4
T92,TERRA CRITICAL MINERALS LIMITED,Terra Doubles Land in Nevada & Reports High-Grade Tungsten,2026-02-03,"Terra Doubles Land Position in Nevada, USA and Reports High-Grade Tungsten Surface Samples • Terra has doubled its land position at the True American Tungsten Project in Nevada, expanding the project area to approximately 1130 acres • A new mineralised Zone has been identified, with more than 4km of",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052347-6A1310247?access_token=83ff96335c2d45a094df02a206a39ff4
EMC,EVEREST METALS CORPORATION LTD,High-grade Rb results at Mt Edon Critical Mineral Project,2026-02-03,Further High-grade Rubidium Results from Mt Edon Critical Mineral Project ➢ New assay results received from Phase 2 resource upgrade and expansion drilling continues to confirm the high-grade nature of rubidium mineralisation at Mt Edon ➢ Peak high-grade rubidium assay of 0.67% Rb₂O ➢ Standout thick,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052183-6A1310168?access_token=83ff96335c2d45a094df02a206a39ff4
TGM,THETA GOLD MINES LIMITED,Revised Feasibility Study Confirms A$1.4B Free Cash Flow,2026-02-03,"Revised TGME Feasibility Study Confirms A$1.4 Billion Free Cash Flow from 6.1 Moz Gold Resource Theta Gold Mines Limited (‘Theta Gold’ or the ‘Company’) (ASX: TGM) has delivered a major uplift in project value with its Revised Feasibility Study for its TGME Gold Mine Project (‘Project’), confirming ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052340-6A1310240?access_token=83ff96335c2d45a094df02a206a39ff4
GRE,GREENTECH METALS LIMITED,Munni Munni Acquisition Completed,2026-02-02,"Transformational Munni Munni Platinum- Palladium-Copper-Nickel Project Acquisition Completed • GreenTech Metals has successfully completed the acquisition of a 70% interest, with provision for up to 80%, of the high-grade Munni Munni PGE-Cu-Ni Project, adjacent to the Company's Whundo Copper-Gold de",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052139-6A1310142?access_token=83ff96335c2d45a094df02a206a39ff4
SFM,SANTA FE MINERALS LTD,Completion of Acquisition of Gold Projects,2026-02-02,Completion of Acquisition of Gold Projects in Cote d’Ivoire Santa Fe Minerals Ltd (SFM) is pleased to provide an update on the acquisition of gold projects from WIA Gold Limited (WIA) in Cote d’Ivoire (ASX announcement 26 November 2025).,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052034_PS-6A1310081?access_token=83ff96335c2d45a094df02a206a39ff4
GDM,GREAT DIVIDE MINING LTD,Completion of Acquisition of Challenger Mines,2026-02-02,"Completion of Acquisition of Challenger Mines Pty Ltd by GDM Brisbane, Australia, 28 January - Great Divide Mining Ltd (ASX: GDM) (GDM) advises that, following the approval of GDM Shareholders on 27 January 2026 and the satisfaction of all other conditions precedent, it has today completed the acqui",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051955-6A1310047?access_token=83ff96335c2d45a094df02a206a39ff4
QOR,QORIA LIMITED,ASX Announcement - Merger of Aura and Qoria -2 February 2026,2026-02-02,Qoria Limited (Qoria or Company) is pleased to announce it has entered into a binding merger implementation deed (MID) with Aura Consolidated Group Inc.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052155-6A1310146?access_token=83ff96335c2d45a094df02a206a39ff4
VMS,VENARI MINERALS NL,Maiden MRE - Red Mountain Lithium Project,2026-02-02,"ASX / Media Release Globally Significant Maiden Mineral Resource Estimate of 3Mt Contained Lithium-Carbonate Equivalent for Red Mountain Lithium Project, Nevada, USA Exceptional maiden inferred MRE establishes Red Mountain as one of the most significant new lithium developments in North America",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051911-6A1310028?access_token=83ff96335c2d45a094df02a206a39ff4
M24,MAMBA EXPLORATION LIMITED,Acquisition of Meeka East Gold Project and Placement,2026-02-02,"Strategic Acquisition of a 70% Interest in Meeka East Gold Project & $2.0m Placement • Mamba has entered into a binding, conditional agreement to acquire a 70% interest in Meekatharra Minerals • Meekatharra Minerals East Pty Ltd has the right to acquire the Meeka East Gold Project in the Murchison G",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051883-6A1309954?access_token=83ff96335c2d45a094df02a206a39ff4
AM7,ARCADIA MINERALS LIMITED,Option Granted to Advance Swanson into Production,2026-02-02,"o Binding Term Sheet executed with Hongkong Xinhai Mining Services Limited, granting Xinhai the exclusive option to enter into a Definitive Agreement (DA) with Arcadia to: o Construct and commission a gravimetric plant at ML223, with a capacity of no less than the maximum described in the 2023 DFS1 ",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051860-6A1309898?access_token=83ff96335c2d45a094df02a206a39ff4
PUR,PURSUIT MINERALS LTD,Rio Grande Sur Pre-Feasibility Study & Maiden Ore Reserve,2026-02-02,"• PFS completed confirming a technically robust, large-scale and economically viable lithium project with production of 5,000 tpa Lithium Carbonate Equivalent • Strong economics: NPV US$364m, IRR 22.4%, payback 7.0 years, CAPEX US$136.5m (incl. contingency) and OPEX ~US$6,521/t LCE.",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051873-6A1309903?access_token=83ff96335c2d45a094df02a206a39ff4
M24,MAMBA EXPLORATION LIMITED,Meeka East Gold Project Acquisition - Investor Presentation,2026-02-02,"Meeka East Gold Project Acquisition – Underexplored prospects in a fertile gold Investor Presentation February 2026 Disclaimer, Competent Person Statement and Forward Looking statement This presentation contains only an overview of Mamba Exploration Limited (“Mamba"" or the “Company”) and its activit",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051894-6A1309995?access_token=83ff96335c2d45a094df02a206a39ff4
KAI,KAIROS MINERALS LIMITED,Mining Lease granted for Kairos' Mt York Gold Project,2026-02-02,"Mining Lease granted for Kairos’ Mt York Gold Project, WA • Mining Lease M45/1306 was granted by the WA Department of Mines, Petroleum & Exploration (‘DMPE’) on 27 January 2026 for an initial 21-year • M45/1306 covers the 1.4Moz Mt York Gold Project where Kairos recently signed a Native Title Mining",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051824-3A686322?access_token=83ff96335c2d45a094df02a206a39ff4
NTI,NEUROTECH INTERNATIONAL LIMITED,Approval received for NTI164 Phase 3 Clinical Study in ASD,2026-02-02,Approval received for NTI164 Phase 3 Clinical Study in ASD  Human Research Ethics Committee approval secured to commence Neurotech’s Beyond Harmony Phase 3 clinical study of NTI164 in ASD Levels 2 and 3.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051820-6A1309997?access_token=83ff96335c2d45a094df02a206a39ff4
KFM,KINGFISHER MINING LTD,High Grade Copper-Gold results from Copper Blow,2026-02-02,High-Grade Copper-Gold Results Confirm Continuity at Copper Blow Kingfisher Mining Limited (ASX: KFM) (“Kingfisher” or the “Company”) is pleased to announce high-grade assay results from the recently completed Reverse Circulation (RC) drilling program at the Copper Blow IOCG prospect (ASX: KFM 75%: ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051844_PS-6A1309985?access_token=83ff96335c2d45a094df02a206a39ff4
RBR,RBR GROUP LIMITED,Mozambique LNG Government Approval Granted,2026-02-02,"Mozambique LNG Government Approval Granted • Mozambique Government approval granted for the full restart of the TotalEnergies-led Mozambique LNG project following the lifting of force • Construction and workforce mobilisation accelerating, with over 4,000 personnel already active on site and contrac",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051776-6A1309968?access_token=83ff96335c2d45a094df02a206a39ff4
QOR,QORIA LIMITED,Investor Presentation - Merger of Aura and Qoria,2026-02-02,This investor presentation is provided for informational purposes only and has been prepared to evaluating the Proposed Transaction.,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03052156-6A1310147?access_token=83ff96335c2d45a094df02a206a39ff4
CLU,CLUEY LTD,Cluey not proceeding with the acquisition of Art of Smart,2026-02-02,"Cluey not proceeding with the acquisition of Art of Smart - Education Futures Group Cluey Ltd (ASX: CLU) (“Cluey” or the “Company”) announces that it will not proceed with the acquisition of Education Futures Group Pty Ltd (""EFG""), the holding company of the Art of Smart group of companies (""AOS Gro",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051774-2A1650912?access_token=83ff96335c2d45a094df02a206a39ff4
BGD,BARTON GOLD HOLDINGS LIMITED,Resource Upgrade Drilling Begins on Challenger Open Pits,2026-02-02,"Resource Upgrade Drilling Begins on Challenger Open Pits Targeting Initial ‘Stage 1’ Ore Reserves and DFS by 30 June 2026 • DFS underway following dual Challenger JORC (2012) Mineral Resources upgrades to 313koz Au1 • Up to 8,000m reverse circulation (RC) drilling to target Challenger ‘Main’, ‘Chall",https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051719-6A1309941?access_token=83ff96335c2d45a094df02a206a39ff4
FTI,FORTIFAI LTD,FortifAI completes acquisition of Nol8,2026-02-02,FortifAI completes acquisition of Nol8 • Completion of acquisition of Nol8 FortifAI Limited (ASX: FTI) (“FTI” or the “Company”) is pleased to advise it has completed the acquisition of 100% of the issued capital of FastAI Pty Ltd (“FastAI”) (“Acquisition”) announced on 15 December 2025 and approved ,https://cdn-api.markitdigital.com/apiman-gateway/ASX/asx-research/1.0/file/2924-03051809-2A1650926?access_token=83ff96335c2d45a094df02a206a39ff4
